kind,case_id,blind_order,operator,session_utc,input_midi_sha256,reference_output_sha256,optimized_output_sha256,family,role,address,top1_correct,top3_correct,false_positive,preference,mud_failure,status,stuck_note,wrong_program,lost_articulation,playback_error,comments
voice,VOICE_BASS_22,A_OPTIMIZED_B_REFERENCE,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_23,A_REFERENCE_B_OPTIMIZED,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_24,A_REFERENCE_B_OPTIMIZED,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_25,A_REFERENCE_B_OPTIMIZED,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_26,A_OPTIMIZED_B_REFERENCE,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_27,A_REFERENCE_B_OPTIMIZED,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_28,A_REFERENCE_B_OPTIMIZED,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_29,A_REFERENCE_B_OPTIMIZED,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_BASS_30,A_OPTIMIZED_B_REFERENCE,,,,,,BASS,,,,,,,,,,,,,
voice,VOICE_GUITAR_01,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_02,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_03,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_04,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_05,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_06,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_07,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_08,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_09,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_10,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_11,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_12,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_13,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_14,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_15,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_16,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_17,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_18,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_19,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_20,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_21,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_22,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_23,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_24,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_25,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_26,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_27,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_28,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_29,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_GUITAR_30,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,,,,,,,,,,,,
voice,VOICE_STRINGS_01,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_02,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_03,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_04,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_05,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_06,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_07,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_08,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_09,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_10,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_11,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_12,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_13,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_14,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_15,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_16,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_17,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_18,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_19,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_20,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_21,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_22,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_23,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_24,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_25,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_26,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_27,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_28,A_OPTIMIZED_B_REFERENCE,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_29,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_STRINGS_30,A_REFERENCE_B_OPTIMIZED,,,,,,STRINGS,,,,,,,,,,,,,
voice,VOICE_BRASS_01,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_02,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_03,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_04,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_05,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_06,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_07,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_08,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_09,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_10,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_11,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_12,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_13,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_14,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_15,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_16,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_17,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_18,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_19,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_20,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_21,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_22,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_23,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_24,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_25,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_26,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_27,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_28,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_29,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_BRASS_30,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,,,,,,,,,,,,
voice,VOICE_REED_01,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_02,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_03,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_04,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_05,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_06,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_07,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_08,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_09,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_10,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_11,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_12,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_13,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_14,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_15,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_16,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_17,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_18,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_19,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_20,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_21,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_22,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_23,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_24,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_25,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_26,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_27,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_28,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_29,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_REED_30,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,,,,,,,,,,,,
voice,VOICE_ORGAN_01,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_02,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_03,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_04,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_05,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_06,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_07,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_08,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_09,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_10,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_11,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_12,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_13,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_14,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_15,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_16,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_17,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_18,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_19,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_20,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_21,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_22,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_23,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_24,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_25,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_26,A_OPTIMIZED_B_REFERENCE,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_27,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_28,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_29,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
voice,VOICE_ORGAN_30,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_01,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_02,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_03,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_04,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_05,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_06,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_07,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_08,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_09,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_10,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_11,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_12,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_13,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_14,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_15,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_16,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_17,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_18,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_19,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_20,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_21,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_22,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
